,,,,,,,,Time,ToF,Prox,Pitch,Roll,Yaw
"(17938116, 520, 9, 1.2342101335525513, -1.7400952577590942, 37.9618034362793)","17938116, 520, 9, 1.2342101335525513, -1.7400952577590942, 37.9618034362793)"," 520, 9, 1.2342101335525513, -1.7400952577590942, 37.9618034362793)"," 9, 1.2342101335525513, -1.7400952577590942, 37.9618034362793)"," 1.2342101335525513, -1.7400952577590942, 37.9618034362793)"," -1.7400952577590942, 37.9618034362793)", 37.9618034362793),,17938116, 520, 9, 1.2342101335525513, -1.7400952577590942, 37.9618034362793
"(18017676, 521, 9, 1.2773282527923584, -1.6984268426895142, 38.307369232177734)","18017676, 521, 9, 1.2773282527923584, -1.6984268426895142, 38.307369232177734)"," 521, 9, 1.2773282527923584, -1.6984268426895142, 38.307369232177734)"," 9, 1.2773282527923584, -1.6984268426895142, 38.307369232177734)"," 1.2773282527923584, -1.6984268426895142, 38.307369232177734)"," -1.6984268426895142, 38.307369232177734)", 38.307369232177734),,18017676, 521, 9, 1.2773282527923584, -1.6984268426895142, 38.307369232177734
"(18097242, 523, 9, 1.29983651638031, -1.6955417394638062, 38.141571044921875)","18097242, 523, 9, 1.29983651638031, -1.6955417394638062, 38.141571044921875)"," 523, 9, 1.29983651638031, -1.6955417394638062, 38.141571044921875)"," 9, 1.29983651638031, -1.6955417394638062, 38.141571044921875)"," 1.29983651638031, -1.6955417394638062, 38.141571044921875)"," -1.6955417394638062, 38.141571044921875)", 38.141571044921875),,18097242, 523, 9, 1.29983651638031, -1.6955417394638062, 38.141571044921875
"(18176816, 522, 9, 1.322279930114746, -1.6501511335372925, 38.32377243041992)","18176816, 522, 9, 1.322279930114746, -1.6501511335372925, 38.32377243041992)"," 522, 9, 1.322279930114746, -1.6501511335372925, 38.32377243041992)"," 9, 1.322279930114746, -1.6501511335372925, 38.32377243041992)"," 1.322279930114746, -1.6501511335372925, 38.32377243041992)"," -1.6501511335372925, 38.32377243041992)", 38.32377243041992),,18176816, 522, 9, 1.322279930114746, -1.6501511335372925, 38.32377243041992
"(18256389, 520, 9, 1.3306574821472168, -1.6193983554840088, 38.30373001098633)","18256389, 520, 9, 1.3306574821472168, -1.6193983554840088, 38.30373001098633)"," 520, 9, 1.3306574821472168, -1.6193983554840088, 38.30373001098633)"," 9, 1.3306574821472168, -1.6193983554840088, 38.30373001098633)"," 1.3306574821472168, -1.6193983554840088, 38.30373001098633)"," -1.6193983554840088, 38.30373001098633)", 38.30373001098633),,18256389, 520, 9, 1.3306574821472168, -1.6193983554840088, 38.30373001098633
"(18335954, 521, 9, 1.3367912769317627, -1.5348594188690186, 38.62925338745117)","18335954, 521, 9, 1.3367912769317627, -1.5348594188690186, 38.62925338745117)"," 521, 9, 1.3367912769317627, -1.5348594188690186, 38.62925338745117)"," 9, 1.3367912769317627, -1.5348594188690186, 38.62925338745117)"," 1.3367912769317627, -1.5348594188690186, 38.62925338745117)"," -1.5348594188690186, 38.62925338745117)", 38.62925338745117),,18335954, 521, 9, 1.3367912769317627, -1.5348594188690186, 38.62925338745117
"(18415523, 521, 8, 1.3311583995819092, -1.5641601085662842, 38.88191604614258)","18415523, 521, 8, 1.3311583995819092, -1.5641601085662842, 38.88191604614258)"," 521, 8, 1.3311583995819092, -1.5641601085662842, 38.88191604614258)"," 8, 1.3311583995819092, -1.5641601085662842, 38.88191604614258)"," 1.3311583995819092, -1.5641601085662842, 38.88191604614258)"," -1.5641601085662842, 38.88191604614258)", 38.88191604614258),,18415523, 521, 8, 1.3311583995819092, -1.5641601085662842, 38.88191604614258
"(18495100, 523, 8, 1.3066343069076538, -1.5361828804016113, 38.872806549072266)","18495100, 523, 8, 1.3066343069076538, -1.5361828804016113, 38.872806549072266)"," 523, 8, 1.3066343069076538, -1.5361828804016113, 38.872806549072266)"," 8, 1.3066343069076538, -1.5361828804016113, 38.872806549072266)"," 1.3066343069076538, -1.5361828804016113, 38.872806549072266)"," -1.5361828804016113, 38.872806549072266)", 38.872806549072266),,18495100, 523, 8, 1.3066343069076538, -1.5361828804016113, 38.872806549072266
"(18574668, 523, 9, 1.2707300186157227, -1.5777928829193115, 38.6250114440918)","18574668, 523, 9, 1.2707300186157227, -1.5777928829193115, 38.6250114440918)"," 523, 9, 1.2707300186157227, -1.5777928829193115, 38.6250114440918)"," 9, 1.2707300186157227, -1.5777928829193115, 38.6250114440918)"," 1.2707300186157227, -1.5777928829193115, 38.6250114440918)"," -1.5777928829193115, 38.6250114440918)", 38.6250114440918),,18574668, 523, 9, 1.2707300186157227, -1.5777928829193115, 38.6250114440918
"(18654235, 522, 9, 1.228661298751831, -1.5313661098480225, 38.48411560058594)","18654235, 522, 9, 1.228661298751831, -1.5313661098480225, 38.48411560058594)"," 522, 9, 1.228661298751831, -1.5313661098480225, 38.48411560058594)"," 9, 1.228661298751831, -1.5313661098480225, 38.48411560058594)"," 1.228661298751831, -1.5313661098480225, 38.48411560058594)"," -1.5313661098480225, 38.48411560058594)", 38.48411560058594),,18654235, 522, 9, 1.228661298751831, -1.5313661098480225, 38.48411560058594
"(18733798, 524, 9, 1.1887483596801758, -1.5541434288024902, 38.78413772583008)","18733798, 524, 9, 1.1887483596801758, -1.5541434288024902, 38.78413772583008)"," 524, 9, 1.1887483596801758, -1.5541434288024902, 38.78413772583008)"," 9, 1.1887483596801758, -1.5541434288024902, 38.78413772583008)"," 1.1887483596801758, -1.5541434288024902, 38.78413772583008)"," -1.5541434288024902, 38.78413772583008)", 38.78413772583008),,18733798, 524, 9, 1.1887483596801758, -1.5541434288024902, 38.78413772583008
"(18813372, 523, 9, 1.162999153137207, -1.5396729707717896, 38.65477752685547)","18813372, 523, 9, 1.162999153137207, -1.5396729707717896, 38.65477752685547)"," 523, 9, 1.162999153137207, -1.5396729707717896, 38.65477752685547)"," 9, 1.162999153137207, -1.5396729707717896, 38.65477752685547)"," 1.162999153137207, -1.5396729707717896, 38.65477752685547)"," -1.5396729707717896, 38.65477752685547)", 38.65477752685547),,18813372, 523, 9, 1.162999153137207, -1.5396729707717896, 38.65477752685547
"(18892878, 521, 9, 1.1808139085769653, -1.5884361267089844, 38.49444580078125)","18892878, 521, 9, 1.1808139085769653, -1.5884361267089844, 38.49444580078125)"," 521, 9, 1.1808139085769653, -1.5884361267089844, 38.49444580078125)"," 9, 1.1808139085769653, -1.5884361267089844, 38.49444580078125)"," 1.1808139085769653, -1.5884361267089844, 38.49444580078125)"," -1.5884361267089844, 38.49444580078125)", 38.49444580078125),,18892878, 521, 9, 1.1808139085769653, -1.5884361267089844, 38.49444580078125
"(18972502, 520, 9, 1.1786104440689087, -1.6012619733810425, 38.60923385620117)","18972502, 520, 9, 1.1786104440689087, -1.6012619733810425, 38.60923385620117)"," 520, 9, 1.1786104440689087, -1.6012619733810425, 38.60923385620117)"," 9, 1.1786104440689087, -1.6012619733810425, 38.60923385620117)"," 1.1786104440689087, -1.6012619733810425, 38.60923385620117)"," -1.6012619733810425, 38.60923385620117)", 38.60923385620117),,18972502, 520, 9, 1.1786104440689087, -1.6012619733810425, 38.60923385620117
"(19052079, 522, 9, 1.1847965717315674, -1.6218924522399902, 38.514488220214844)","19052079, 522, 9, 1.1847965717315674, -1.6218924522399902, 38.514488220214844)"," 522, 9, 1.1847965717315674, -1.6218924522399902, 38.514488220214844)"," 9, 1.1847965717315674, -1.6218924522399902, 38.514488220214844)"," 1.1847965717315674, -1.6218924522399902, 38.514488220214844)"," -1.6218924522399902, 38.514488220214844)", 38.514488220214844),,19052079, 522, 9, 1.1847965717315674, -1.6218924522399902, 38.514488220214844
"(19131640, 523, 9, 1.197119116783142, -1.6592878103256226, 38.57157516479492)","19131640, 523, 9, 1.197119116783142, -1.6592878103256226, 38.57157516479492)"," 523, 9, 1.197119116783142, -1.6592878103256226, 38.57157516479492)"," 9, 1.197119116783142, -1.6592878103256226, 38.57157516479492)"," 1.197119116783142, -1.6592878103256226, 38.57157516479492)"," -1.6592878103256226, 38.57157516479492)", 38.57157516479492),,19131640, 523, 9, 1.197119116783142, -1.6592878103256226, 38.57157516479492
"(19211211, 523, 8, 1.2162597179412842, -1.694381594657898, 38.54121017456055)","19211211, 523, 8, 1.2162597179412842, -1.694381594657898, 38.54121017456055)"," 523, 8, 1.2162597179412842, -1.694381594657898, 38.54121017456055)"," 8, 1.2162597179412842, -1.694381594657898, 38.54121017456055)"," 1.2162597179412842, -1.694381594657898, 38.54121017456055)"," -1.694381594657898, 38.54121017456055)", 38.54121017456055),,19211211, 523, 8, 1.2162597179412842, -1.694381594657898, 38.54121017456055
"(19290784, 521, 9, 1.2111765146255493, -1.6553572416305542, 38.604373931884766)","19290784, 521, 9, 1.2111765146255493, -1.6553572416305542, 38.604373931884766)"," 521, 9, 1.2111765146255493, -1.6553572416305542, 38.604373931884766)"," 9, 1.2111765146255493, -1.6553572416305542, 38.604373931884766)"," 1.2111765146255493, -1.6553572416305542, 38.604373931884766)"," -1.6553572416305542, 38.604373931884766)", 38.604373931884766),,19290784, 521, 9, 1.2111765146255493, -1.6553572416305542, 38.604373931884766
"(19370355, 520, 9, 1.2157613039016724, -1.6110419034957886, 38.57097244262695)","19370355, 520, 9, 1.2157613039016724, -1.6110419034957886, 38.57097244262695)"," 520, 9, 1.2157613039016724, -1.6110419034957886, 38.57097244262695)"," 9, 1.2157613039016724, -1.6110419034957886, 38.57097244262695)"," 1.2157613039016724, -1.6110419034957886, 38.57097244262695)"," -1.6110419034957886, 38.57097244262695)", 38.57097244262695),,19370355, 520, 9, 1.2157613039016724, -1.6110419034957886, 38.57097244262695
"(19449923, 521, 9, 1.1931490898132324, -1.5805816650390625, 38.67239761352539)","19449923, 521, 9, 1.1931490898132324, -1.5805816650390625, 38.67239761352539)"," 521, 9, 1.1931490898132324, -1.5805816650390625, 38.67239761352539)"," 9, 1.1931490898132324, -1.5805816650390625, 38.67239761352539)"," 1.1931490898132324, -1.5805816650390625, 38.67239761352539)"," -1.5805816650390625, 38.67239761352539)", 38.67239761352539),,19449923, 521, 9, 1.1931490898132324, -1.5805816650390625, 38.67239761352539
"(19529491, 522, 9, 1.2016850709915161, -1.558484435081482, 38.78111267089844)","19529491, 522, 9, 1.2016850709915161, -1.558484435081482, 38.78111267089844)"," 522, 9, 1.2016850709915161, -1.558484435081482, 38.78111267089844)"," 9, 1.2016850709915161, -1.558484435081482, 38.78111267089844)"," 1.2016850709915161, -1.558484435081482, 38.78111267089844)"," -1.558484435081482, 38.78111267089844)", 38.78111267089844),,19529491, 522, 9, 1.2016850709915161, -1.558484435081482, 38.78111267089844
"(19609062, 522, 9, 1.22886323928833, -1.539628505706787, 38.99245834350586)","19609062, 522, 9, 1.22886323928833, -1.539628505706787, 38.99245834350586)"," 522, 9, 1.22886323928833, -1.539628505706787, 38.99245834350586)"," 9, 1.22886323928833, -1.539628505706787, 38.99245834350586)"," 1.22886323928833, -1.539628505706787, 38.99245834350586)"," -1.539628505706787, 38.99245834350586)", 38.99245834350586),,19609062, 522, 9, 1.22886323928833, -1.539628505706787, 38.99245834350586
"(19688625, 520, 9, 1.2126637697219849, -1.5242152214050293, 39.01432418823242)","19688625, 520, 9, 1.2126637697219849, -1.5242152214050293, 39.01432418823242)"," 520, 9, 1.2126637697219849, -1.5242152214050293, 39.01432418823242)"," 9, 1.2126637697219849, -1.5242152214050293, 39.01432418823242)"," 1.2126637697219849, -1.5242152214050293, 39.01432418823242)"," -1.5242152214050293, 39.01432418823242)", 39.01432418823242),,19688625, 520, 9, 1.2126637697219849, -1.5242152214050293, 39.01432418823242
"(19775053, 523, 9, 1.0379626750946045, -1.5693821907043457, 39.17462921142578)","19775053, 523, 9, 1.0379626750946045, -1.5693821907043457, 39.17462921142578)"," 523, 9, 1.0379626750946045, -1.5693821907043457, 39.17462921142578)"," 9, 1.0379626750946045, -1.5693821907043457, 39.17462921142578)"," 1.0379626750946045, -1.5693821907043457, 39.17462921142578)"," -1.5693821907043457, 39.17462921142578)", 39.17462921142578),,19775053, 523, 9, 1.0379626750946045, -1.5693821907043457, 39.17462921142578
"(19854528, 521, 9, 1.089332938194275, -1.6086186170578003, 39.211631774902344)","19854528, 521, 9, 1.089332938194275, -1.6086186170578003, 39.211631774902344)"," 521, 9, 1.089332938194275, -1.6086186170578003, 39.211631774902344)"," 9, 1.089332938194275, -1.6086186170578003, 39.211631774902344)"," 1.089332938194275, -1.6086186170578003, 39.211631774902344)"," -1.6086186170578003, 39.211631774902344)", 39.211631774902344),,19854528, 521, 9, 1.089332938194275, -1.6086186170578003, 39.211631774902344
"(19934105, 523, 9, 1.1156436204910278, -1.636120319366455, 39.46792984008789)","19934105, 523, 9, 1.1156436204910278, -1.636120319366455, 39.46792984008789)"," 523, 9, 1.1156436204910278, -1.636120319366455, 39.46792984008789)"," 9, 1.1156436204910278, -1.636120319366455, 39.46792984008789)"," 1.1156436204910278, -1.636120319366455, 39.46792984008789)"," -1.636120319366455, 39.46792984008789)", 39.46792984008789),,19934105, 523, 9, 1.1156436204910278, -1.636120319366455, 39.46792984008789
"(20013675, 523, 9, 1.1356632709503174, -1.6676756143569946, 39.53899002075195)","20013675, 523, 9, 1.1356632709503174, -1.6676756143569946, 39.53899002075195)"," 523, 9, 1.1356632709503174, -1.6676756143569946, 39.53899002075195)"," 9, 1.1356632709503174, -1.6676756143569946, 39.53899002075195)"," 1.1356632709503174, -1.6676756143569946, 39.53899002075195)"," -1.6676756143569946, 39.53899002075195)", 39.53899002075195),,20013675, 523, 9, 1.1356632709503174, -1.6676756143569946, 39.53899002075195
"(20093243, 521, 9, 1.2296912670135498, -1.6640408039093018, 39.481292724609375)","20093243, 521, 9, 1.2296912670135498, -1.6640408039093018, 39.481292724609375)"," 521, 9, 1.2296912670135498, -1.6640408039093018, 39.481292724609375)"," 9, 1.2296912670135498, -1.6640408039093018, 39.481292724609375)"," 1.2296912670135498, -1.6640408039093018, 39.481292724609375)"," -1.6640408039093018, 39.481292724609375)", 39.481292724609375),,20093243, 521, 9, 1.2296912670135498, -1.6640408039093018, 39.481292724609375
"(20172811, 524, 9, 1.2002122402191162, -1.6646811962127686, 39.5244140625)","20172811, 524, 9, 1.2002122402191162, -1.6646811962127686, 39.5244140625)"," 524, 9, 1.2002122402191162, -1.6646811962127686, 39.5244140625)"," 9, 1.2002122402191162, -1.6646811962127686, 39.5244140625)"," 1.2002122402191162, -1.6646811962127686, 39.5244140625)"," -1.6646811962127686, 39.5244140625)", 39.5244140625),,20172811, 524, 9, 1.2002122402191162, -1.6646811962127686, 39.5244140625
"(20252375, 522, 9, 1.1456204652786255, -1.7219678163528442, 39.316104888916016)","20252375, 522, 9, 1.1456204652786255, -1.7219678163528442, 39.316104888916016)"," 522, 9, 1.1456204652786255, -1.7219678163528442, 39.316104888916016)"," 9, 1.1456204652786255, -1.7219678163528442, 39.316104888916016)"," 1.1456204652786255, -1.7219678163528442, 39.316104888916016)"," -1.7219678163528442, 39.316104888916016)", 39.316104888916016),,20252375, 522, 9, 1.1456204652786255, -1.7219678163528442, 39.316104888916016
"(20331949, 525, 9, 1.135815143585205, -1.7099533081054688, 39.710262298583984)","20331949, 525, 9, 1.135815143585205, -1.7099533081054688, 39.710262298583984)"," 525, 9, 1.135815143585205, -1.7099533081054688, 39.710262298583984)"," 9, 1.135815143585205, -1.7099533081054688, 39.710262298583984)"," 1.135815143585205, -1.7099533081054688, 39.710262298583984)"," -1.7099533081054688, 39.710262298583984)", 39.710262298583984),,20331949, 525, 9, 1.135815143585205, -1.7099533081054688, 39.710262298583984
"(20411516, 527, 9, 1.1777622699737549, -1.705763816833496, 39.96291732788086)","20411516, 527, 9, 1.1777622699737549, -1.705763816833496, 39.96291732788086)"," 527, 9, 1.1777622699737549, -1.705763816833496, 39.96291732788086)"," 9, 1.1777622699737549, -1.705763816833496, 39.96291732788086)"," 1.1777622699737549, -1.705763816833496, 39.96291732788086)"," -1.705763816833496, 39.96291732788086)", 39.96291732788086),,20411516, 527, 9, 1.1777622699737549, -1.705763816833496, 39.96291732788086
"(20491088, 527, 8, 1.223688006401062, -1.6724770069122314, 40.27689743041992)","20491088, 527, 8, 1.223688006401062, -1.6724770069122314, 40.27689743041992)"," 527, 8, 1.223688006401062, -1.6724770069122314, 40.27689743041992)"," 8, 1.223688006401062, -1.6724770069122314, 40.27689743041992)"," 1.223688006401062, -1.6724770069122314, 40.27689743041992)"," -1.6724770069122314, 40.27689743041992)", 40.27689743041992),,20491088, 527, 8, 1.223688006401062, -1.6724770069122314, 40.27689743041992
"(20570654, 527, 9, 1.303354263305664, -1.628948450088501, 40.91217041015625)","20570654, 527, 9, 1.303354263305664, -1.628948450088501, 40.91217041015625)"," 527, 9, 1.303354263305664, -1.628948450088501, 40.91217041015625)"," 9, 1.303354263305664, -1.628948450088501, 40.91217041015625)"," 1.303354263305664, -1.628948450088501, 40.91217041015625)"," -1.628948450088501, 40.91217041015625)", 40.91217041015625),,20570654, 527, 9, 1.303354263305664, -1.628948450088501, 40.91217041015625
